model_id,model_label,n,events,auc,auc_p2_5,auc_p97_5,average_precision,ap_p2_5,ap_p97_5,brier,brier_p2_5,brier_p97_5,calibration_intercept,calibration_slope,calibration_summary,calibration_warning_repetitions,source_sha256
logistic_parsimonious,Regressão logística parcimoniosa,115,18,0.6761912943871701,0.6366906474820144,0.7078597122302159,0.31687101152976375,0.27524933181146954,0.3563667305499714,0.12214887746252796,0.1163271528009237,0.13200508576781395,-0.01168643299805537,0.7329346991068176,mean,0,f203b89693ff7e27048b05095a372584434375c127768719fb8cfe4cb3ed2c51
logistic_core_ridge,Regressão ridge com conjunto ampliado de preditores,114,18,0.7317556195380123,0.6564712395151101,0.7745522862052142,0.36598248262257754,0.28020587872401937,0.4412136048018208,0.11868802354822357,0.11107355054003208,0.1306124121102547,0.003968644026456433,0.9938584077711768,mean,0,f203b89693ff7e27048b05095a372584434375c127768719fb8cfe4cb3ed2c51
decision_tree_shallow,Árvore rasa,114,18,0.6363670430879712,0.532347262296878,0.7414097118510327,0.24496411512116345,0.17778725291543042,0.34001254057691155,0.2307746178424927,0.195568063723048,0.2624527965906147,-1.806198831341007,0.09176617740118166,median,41,f203b89693ff7e27048b05095a372584434375c127768719fb8cfe4cb3ed2c51
