"time_days","time_years","n_risk","n_event","n_censor","survival","std_error","lower_95","upper_95","stratum"
475,1.30047912388775,104,0,1,0.93426353687647,0.0212570747673533,0.877206672538927,0.965324565793476,"Sem DGF registrada na primeira semana"
495,1.35523613963039,103,0,1,0.93426353687647,0.0212570747673533,0.877206672538927,0.965324565793476,"Sem DGF registrada na primeira semana"
498,1.36344969199179,102,0,1,0.93426353687647,0.0212570747673533,0.877206672538927,0.965324565793476,"Sem DGF registrada na primeira semana"
518,1.41820670773443,101,0,1,0.93426353687647,0.0212570747673533,0.877206672538927,0.965324565793476,"Sem DGF registrada na primeira semana"
525,1.43737166324435,100,0,1,0.93426353687647,0.0212570747673533,0.877206672538927,0.965324565793476,"Sem DGF registrada na primeira semana"
545,1.492128678987,99,0,1,0.93426353687647,0.0212570747673533,0.877206672538927,0.965324565793476,"Sem DGF registrada na primeira semana"
569,1.55783709787817,98,0,1,0.93426353687647,0.0212570747673533,0.877206672538927,0.965324565793476,"Sem DGF registrada na primeira semana"
577,1.57973990417522,97,0,1,0.93426353687647,0.0212570747673533,0.877206672538927,0.965324565793476,"Sem DGF registrada na primeira semana"
579,1.58521560574949,96,0,1,0.93426353687647,0.0212570747673533,0.877206672538927,0.965324565793476,"Sem DGF registrada na primeira semana"
580,1.58795345653662,95,0,1,0.93426353687647,0.0212570747673533,0.877206672538927,0.965324565793476,"Sem DGF registrada na primeira semana"
586,1.60438056125941,94,0,1,0.93426353687647,0.0212570747673533,0.877206672538927,0.965324565793476,"Sem DGF registrada na primeira semana"
600,1.64271047227926,93,0,1,0.93426353687647,0.0212570747673533,0.877206672538927,0.965324565793476,"Sem DGF registrada na primeira semana"
623,1.7056810403833,92,0,1,0.93426353687647,0.0212570747673533,0.877206672538927,0.965324565793476,"Sem DGF registrada na primeira semana"
657,1.79876796714579,91,0,1,0.93426353687647,0.0212570747673533,0.877206672538927,0.965324565793476,"Sem DGF registrada na primeira semana"
670,1.83436002737851,90,0,1,0.93426353687647,0.0212570747673533,0.877206672538927,0.965324565793476,"Sem DGF registrada na primeira semana"
671,1.83709787816564,89,0,1,0.93426353687647,0.0212570747673533,0.877206672538927,0.965324565793476,"Sem DGF registrada na primeira semana"
679,1.8590006844627,88,0,1,0.93426353687647,0.0212570747673533,0.877206672538927,0.965324565793476,"Sem DGF registrada na primeira semana"
697,1.90828199863107,87,1,0,0.923524875533063,0.0235696544291857,0.861405396078728,0.958462249836668,"Sem DGF registrada na primeira semana"
719,1.96851471594798,86,0,1,0.923524875533063,0.0235696544291857,0.861405396078728,0.958462249836668,"Sem DGF registrada na primeira semana"
