"time_days","time_years","n_risk","n_event","n_censor","survival","std_error","lower_95","upper_95","stratum"
1417,3.87953456536619,45,0,1,0.832810390154615,0.0338119171974789,0.753793940393432,0.888320810809122,"Global"
1434,3.92607802874743,44,0,2,0.832810390154615,0.0338119171974789,0.753793940393432,0.888320810809122,"Global"
1467,4.01642710472279,42,0,1,0.832810390154615,0.0338119171974789,0.753793940393432,0.888320810809122,"Global"
1476,4.04106776180698,41,0,1,0.832810390154615,0.0338119171974789,0.753793940393432,0.888320810809122,"Global"
1487,4.07118412046543,40,0,1,0.832810390154615,0.0338119171974789,0.753793940393432,0.888320810809122,"Global"
1505,4.12046543463381,39,0,1,0.832810390154615,0.0338119171974789,0.753793940393432,0.888320810809122,"Global"
1508,4.12867898699521,38,0,1,0.832810390154615,0.0338119171974789,0.753793940393432,0.888320810809122,"Global"
1513,4.14236824093087,37,0,2,0.832810390154615,0.0338119171974789,0.753793940393432,0.888320810809122,"Global"
1529,4.18617385352498,35,0,1,0.832810390154615,0.0338119171974789,0.753793940393432,0.888320810809122,"Global"
1557,4.26283367556468,34,0,1,0.832810390154615,0.0338119171974789,0.753793940393432,0.888320810809122,"Global"
1582,4.33127994524298,33,0,1,0.832810390154615,0.0338119171974789,0.753793940393432,0.888320810809122,"Global"
1589,4.35044490075291,32,0,1,0.832810390154615,0.0338119171974789,0.753793940393432,0.888320810809122,"Global"
1591,4.35592060232717,31,0,1,0.832810390154615,0.0338119171974789,0.753793940393432,0.888320810809122,"Global"
1605,4.39425051334702,30,0,1,0.832810390154615,0.0338119171974789,0.753793940393432,0.888320810809122,"Global"
1619,4.43258042436687,29,0,1,0.832810390154615,0.0338119171974789,0.753793940393432,0.888320810809122,"Global"
1638,4.48459958932238,28,0,1,0.832810390154615,0.0338119171974789,0.753793940393432,0.888320810809122,"Global"
1641,4.49281314168378,27,0,1,0.832810390154615,0.0338119171974789,0.753793940393432,0.888320810809122,"Global"
1643,4.49828884325804,26,0,1,0.832810390154615,0.0338119171974789,0.753793940393432,0.888320810809122,"Global"
1646,4.50650239561944,25,0,1,0.832810390154615,0.0338119171974789,0.753793940393432,0.888320810809122,"Global"
1687,4.61875427789186,24,0,1,0.832810390154615,0.0338119171974789,0.753793940393432,0.888320810809122,"Global"
1692,4.63244353182752,23,0,1,0.832810390154615,0.0338119171974789,0.753793940393432,0.888320810809122,"Global"
1715,4.69541409993155,22,0,1,0.832810390154615,0.0338119171974789,0.753793940393432,0.888320810809122,"Global"
1722,4.71457905544148,21,0,1,0.832810390154615,0.0338119171974789,0.753793940393432,0.888320810809122,"Global"
1741,4.76659822039699,20,0,1,0.832810390154615,0.0338119171974789,0.753793940393432,0.888320810809122,"Global"
1742,4.76933607118412,19,0,1,0.832810390154615,0.0338119171974789,0.753793940393432,0.888320810809122,"Global"
1750,4.79123887748118,18,0,1,0.832810390154615,0.0338119171974789,0.753793940393432,0.888320810809122,"Global"
1754,4.80219028062971,17,0,1,0.832810390154615,0.0338119171974789,0.753793940393432,0.888320810809122,"Global"
1780,4.87337440109514,16,0,1,0.832810390154615,0.0338119171974789,0.753793940393432,0.888320810809122,"Global"
1785,4.8870636550308,15,0,1,0.832810390154615,0.0338119171974789,0.753793940393432,0.888320810809122,"Global"
1791,4.90349075975359,14,0,1,0.832810390154615,0.0338119171974789,0.753793940393432,0.888320810809122,"Global"
1799,4.92539356605065,13,0,2,0.832810390154615,0.0338119171974789,0.753793940393432,0.888320810809122,"Global"
1801,4.93086926762491,11,0,1,0.832810390154615,0.0338119171974789,0.753793940393432,0.888320810809122,"Global"
1815,4.96919917864476,10,0,1,0.832810390154615,0.0338119171974789,0.753793940393432,0.888320810809122,"Global"
1826,4.99931553730322,9,0,1,0.832810390154615,0.0338119171974789,0.753793940393432,0.888320810809122,"Global"
1842,5.04312114989733,8,0,1,0.832810390154615,0.0338119171974789,0.753793940393432,0.888320810809122,"Global"
1847,5.05681040383299,7,0,1,0.832810390154615,0.0338119171974789,0.753793940393432,0.888320810809122,"Global"
1869,5.1170431211499,6,0,1,0.832810390154615,0.0338119171974789,0.753793940393432,0.888320810809122,"Global"
1872,5.12525667351129,5,0,1,0.832810390154615,0.0338119171974789,0.753793940393432,0.888320810809122,"Global"
1894,5.1854893908282,4,0,1,0.832810390154615,0.0338119171974789,0.753793940393432,0.888320810809122,"Global"
1909,5.22655715263518,3,0,2,0.832810390154615,0.0338119171974789,0.753793940393432,0.888320810809122,"Global"
1929,5.28131416837782,1,0,1,0.832810390154615,0.0338119171974789,0.753793940393432,0.888320810809122,"Global"
